#,NUMERO,STATUS,ED,DESCRICAO,RÓTULOS,CARGA ATUAL,SETOR DO RESPONSÁVEL,CAMPUS DA CARGA,VALOR AQUISIÇÃO,VALOR DEPRECIADO,NUMERO NOTA FISCAL,NÚMERO DE SÉRIE,DATA DA ENTRADA,DATA DA CARGA,FORNECEDOR,SALA,ESTADO DE CONSERVAÇÃO
1029,185077,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 10 (GR GR-AREA),GR-DIRGER,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,20 - Miniauditório - Prédio Multifuncional(Campus Gravataí),Bom
1030,185078,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 14 (GR GR-AREA),GR-COMAG,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,17 - COMAG / COAP - Prédio Multifuncional(Campus Gravataí),Bom
1031,185080,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 6 (GR GR-AREA),GR-DEPEX,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,19 - Sala dos Professores - Prédio Multifuncional(Campus Gravataí),Bom
1032,185081,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 6 (GR GR-AREA),GR-DEPEX,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,19 - Sala dos Professores - Prédio Multifuncional(Campus Gravataí),Bom
1033,185082,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 6 (GR GR-AREA),GR-DEPEX,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,19 - Sala dos Professores - Prédio Multifuncional(Campus Gravataí),Bom
1034,185083,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 9 (GR GR-AREA),GR-COAE,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,11 - Atendimento ao Estudante - Prédio Multifuncional(Campus Gravataí),Bom
1035,185084,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 7 (GR GR-AREA),GR-DEAP,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,13 - Terceirizados - Prédio Multifuncional(Campus Gravataí),Bom
1036,185085,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 2 (GR GR-AREA),GR-COEFE,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,26 - Sala de Aula 03  - Prédio Sala de Aulas(Campus Gravataí),Bom
1037,185086,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 7 (GR GR-AREA),GR-DEAP,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,13 - Terceirizados - Prédio Multifuncional(Campus Gravataí),Bom
1038,185089,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 7 (GR GR-AREA),GR-DEAP,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,13 - Terceirizados - Prédio Multifuncional(Campus Gravataí),Bom
1039,185090,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 4 (GR GR-AREA),GR-CTII,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,24 - Laboratório 03 - Hardware - Prédio Sala de Aulas(Campus Gravataí),Bom
1040,185091,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 1 (GR GR-AREA),GR-COTIN,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,16 - COTIN - Prédio Multifuncional(Campus Gravataí),Bom
1041,185092,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 1 (GR GR-AREA),GR-COTIN,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,16 - COTIN - Prédio Multifuncional(Campus Gravataí),Bom
1042,185093,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 6 (GR GR-AREA),GR-DEPEX,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,05 - Serviço de Acompanhamento ao Estudante - Prédio Multifuncional(Campus Gravataí),Bom
1043,185094,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 6 (GR GR-AREA),GR-DEPEX,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,04 - Acompanhamento Psicopedagógico - Prédio Multifuncional(Campus Gravataí),Bom
1044,185095,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 6 (GR GR-AREA),GR-DEPEX,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,04 - Acompanhamento Psicopedagógico - Prédio Multifuncional(Campus Gravataí),Bom
1045,185096,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 6 (GR GR-AREA),GR-DEPEX,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,04 - Acompanhamento Psicopedagógico - Prédio Multifuncional(Campus Gravataí),Bom
1046,185097,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 6 (GR GR-AREA),GR-DEPEX,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,04 - Acompanhamento Psicopedagógico - Prédio Multifuncional(Campus Gravataí),Bom
1047,185098,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 6 (GR GR-AREA),GR-DEPEX,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,19 - Sala dos Professores - Prédio Multifuncional(Campus Gravataí),Bom
1048,185100,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 5 (GR GR-AREA),GR-NAPNE,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,33 - Sala Container 02(Campus Gravataí),Bom
1049,185101,Ativo,42,"CADEIRA FIXA COM BRAÇO,BASE EM S - TIPO DIRETOR  ESPALDAR MéDIO E APOIA BRAçOS FIXO. ASSENTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12MM DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60 MM, CONTRA-SENTO PROTEGIDO POR CAPA DE POLIPROPILENO INJETADO COM BORDAS ARREDONDAS, NA COR PRETA, -ACABAMENTO DAS BORDAS LATERAIS EM FITA DE PVC DO TIPO MACHO E FêMEA COM ESPESSURA DE 18 MM, - DIMENSõES MíNIMAS (CM): 47X42 (L XP). ENCOSTO: - PRODUZIDO EM MADEIRA COMPENSADA MULTILAMINADA COM 12M DE ESPESSURA, PRENSADO EM FORMATO ANATôMICO, - ESTOFADO COM ESPUMA DE POLIURETANO INJETADO COM ESPESSURA ENTRE 50 E 60M, E DENSIDADE DE, NO MíNIMO, 56KG/M",-,Nome Servidor 9 (GR GR-AREA),GR-COAE,GR,129.00,33.02,4238 e 1043,,04/12/2014,04/12/2014,-,11 - Atendimento ao Estudante - Prédio Multifuncional(Campus Gravataí),Bom
